SoilType,Season,Rainfall_mm,Temp_C,Humidity_%,RecommendedCrop
Alluvial,Zaid,1037,28.4,77,Jute
Alluvial,Rabi,1019,29.7,62,Jute
Alluvial,Rabi,1145,31.7,78,Jute
Alluvial,Zaid,1203,29.5,63,Jute
Alluvial,Kharif,1290,30.6,72,Jute
Alluvial,Zaid,1067,29.8,62,Jute
Alluvial,Kharif,1251,29.7,73,Jute
Alluvial,Zaid,1204,28.2,80,Jute
Alluvial,Zaid,1167,30.2,64,Jute
Alluvial,Zaid,1302,30.6,66,Jute
Alluvial,Kharif,1436,31.2,73,Jute
Alluvial,Zaid,1405,29.9,60,Jute
Alluvial,Kharif,1090,29.3,70,Jute
Alluvial,Rabi,1428,30.0,71,Jute
Alluvial,Zaid,1305,29.6,62,Jute
Alluvial,Kharif,1026,29.8,70,Jute
Alluvial,Zaid,1289,31.8,74,Jute
Alluvial,Rabi,1156,30.6,60,Jute
Alluvial,Rabi,1441,28.5,66,Jute
Alluvial,Zaid,1006,30.2,73,Jute
Alluvial,Kharif,1095,28.1,77,Jute
Alluvial,Zaid,1193,30.7,64,Jute
Alluvial,Kharif,1275,31.5,79,Jute
Alluvial,Rabi,1209,28.4,73,Jute
Alluvial,Kharif,1455,28.5,77,Jute
Alluvial,Kharif,1422,30.5,65,Jute
Alluvial,Kharif,1396,29.3,61,Jute
Alluvial,Zaid,1256,28.1,80,Jute
Alluvial,Rabi,1049,31.9,80,Jute
Alluvial,Rabi,1376,31.9,67,Jute
Alluvial,Zaid,1005,28.5,79,Jute
Alluvial,Kharif,1314,28.1,77,Jute
Alluvial,Rabi,1037,31.9,68,Jute
Alluvial,Kharif,1440,29.3,70,Jute
Alluvial,Zaid,1007,28.6,63,Jute
Alluvial,Zaid,1015,29.9,68,Jute
Alluvial,Zaid,1210,31.9,70,Jute
Alluvial,Kharif,1118,28.0,72,Jute
Alluvial,Kharif,1226,31.5,61,Jute
Alluvial,Kharif,1376,28.3,68,Jute
Alluvial,Zaid,1174,30.0,72,Jute
Alluvial,Zaid,1341,30.5,62,Jute
Alluvial,Kharif,1294,31.6,75,Jute
Alluvial,Rabi,1346,28.8,72,Jute
Alluvial,Kharif,1272,31.8,68,Jute
Alluvial,Kharif,1032,28.6,68,Jute
Alluvial,Kharif,1404,29.6,67,Jute
Alluvial,Zaid,1008,31.5,79,Jute
Alluvial,Kharif,1102,31.1,80,Jute
Alluvial,Kharif,1173,29.1,62,Jute
Alluvial,Zaid,1365,28.4,77,Jute
Alluvial,Rabi,1275,29.2,66,Jute
Alluvial,Kharif,1279,28.0,71,Jute
Alluvial,Kharif,1372,30.5,61,Jute
Alluvial,Zaid,1122,28.3,68,Jute
Alluvial,Kharif,1291,30.9,68,Jute
Alluvial,Zaid,1027,29.4,71,Jute
Alluvial,Rabi,1306,29.6,66,Jute
Alluvial,Rabi,1086,28.8,61,Jute
Alluvial,Rabi,1500,29.2,67,Jute
Alluvial,Zaid,1071,31.6,68,Jute
Alluvial,Kharif,1466,28.3,68,Jute
Alluvial,Rabi,1387,31.0,67,Jute
Alluvial,Rabi,1324,30.8,74,Jute
Alluvial,Rabi,1281,31.1,68,Jute
Alluvial,Rabi,1249,31.4,77,Jute
Alluvial,Kharif,1465,28.4,71,Jute
Alluvial,Rabi,1474,31.8,63,Jute
Alluvial,Kharif,1405,30.3,75,Jute
Alluvial,Rabi,1256,31.5,60,Jute
Alluvial,Zaid,1129,31.7,69,Jute
Alluvial,Kharif,1029,30.6,62,Jute
Alluvial,Kharif,1378,28.3,77,Jute
Alluvial,Rabi,1434,31.0,66,Jute
Alluvial,Zaid,1136,31.3,78,Jute
Alluvial,Rabi,1135,28.1,64,Jute
Alluvial,Kharif,1167,29.3,68,Jute
Alluvial,Zaid,1412,28.6,76,Jute
Alluvial,Kharif,1453,28.0,66,Jute
Alluvial,Zaid,1382,31.2,72,Jute
Alluvial,Kharif,1327,29.2,76,Jute
Alluvial,Rabi,1488,29.0,78,Jute
Alluvial,Zaid,1352,30.8,77,Jute
Alluvial,Kharif,1485,29.4,71,Jute
Alluvial,Zaid,1192,31.4,76,Jute
Alluvial,Kharif,1135,29.3,74,Jute
Alluvial,Kharif,1160,29.6,63,Jute
Alluvial,Zaid,1326,30.3,73,Jute
Alluvial,Rabi,1500,29.4,67,Jute
Alluvial,Zaid,1435,30.0,69,Jute
Alluvial,Rabi,1478,30.5,76,Jute
Alluvial,Rabi,1196,30.4,65,Jute
Alluvial,Zaid,1130,31.2,76,Jute
Alluvial,Rabi,1478,31.4,64,Jute
Alluvial,Kharif,1270,30.4,75,Jute
Alluvial,Rabi,1281,30.3,69,Jute
Alluvial,Zaid,1500,28.6,72,Jute
Alluvial,Rabi,1145,28.9,67,Jute
Alluvial,Rabi,1182,29.9,60,Jute
Alluvial,Kharif,1424,29.2,71,Jute
Alluvial,Zaid,1173,30.3,66,Jute
Alluvial,Rabi,1285,28.9,70,Jute
Alluvial,Rabi,1370,29.6,77,Jute
Alluvial,Zaid,1499,28.8,77,Jute
Alluvial,Kharif,1290,30.1,76,Jute
Alluvial,Rabi,1429,30.0,80,Jute
Alluvial,Kharif,1008,31.6,78,Jute
Alluvial,Kharif,1205,30.0,71,Jute
Alluvial,Rabi,1320,31.4,78,Jute
Alluvial,Kharif,1404,28.6,68,Jute
Alluvial,Rabi,1154,30.2,75,Jute
Alluvial,Kharif,1399,30.1,74,Jute
Alluvial,Rabi,1113,28.7,76,Jute
Alluvial,Kharif,1468,28.0,78,Jute
Alluvial,Kharif,1115,30.8,80,Jute
Alluvial,Kharif,1162,28.3,62,Jute
Alluvial,Rabi,1036,28.3,65,Jute
Alluvial,Rabi,1313,31.3,64,Jute
Alluvial,Zaid,1354,29.2,64,Jute
Alluvial,Rabi,1310,31.3,66,Jute
Alluvial,Kharif,1025,31.1,69,Jute
Alluvial,Kharif,1422,29.6,77,Jute
Alluvial,Kharif,1245,29.0,70,Jute
Alluvial,Kharif,1290,28.6,73,Jute
Alluvial,Zaid,1243,29.9,66,Jute
Alluvial,Kharif,1324,28.5,67,Jute
Alluvial,Kharif,1214,28.2,67,Jute
Alluvial,Rabi,1118,30.7,63,Jute
Alluvial,Zaid,1283,30.5,69,Jute
Alluvial,Kharif,1336,30.8,72,Jute
Alluvial,Zaid,1416,29.8,63,Jute
Alluvial,Kharif,1377,28.1,66,Jute
Alluvial,Kharif,1472,31.0,74,Jute
Alluvial,Zaid,1375,30.9,65,Jute
Alluvial,Zaid,1336,28.1,65,Jute
Alluvial,Kharif,1191,30.6,69,Jute
Alluvial,Kharif,1201,30.3,66,Jute
Alluvial,Rabi,1047,30.9,70,Jute
Alluvial,Rabi,1034,30.5,73,Jute
Alluvial,Zaid,1340,30.1,65,Jute
Alluvial,Rabi,1178,31.2,76,Jute
Alluvial,Kharif,1376,30.3,70,Jute
Alluvial,Zaid,1057,28.3,73,Jute
Alluvial,Kharif,1336,31.7,77,Jute
Alluvial,Zaid,1357,29.2,66,Jute
Alluvial,Rabi,1064,29.0,63,Jute
Alluvial,Zaid,1239,31.0,64,Jute
Alluvial,Zaid,1084,28.2,69,Jute
Alluvial,Kharif,1496,30.9,80,Jute
Alluvial,Rabi,1279,31.0,60,Jute
Alluvial,Kharif,1412,31.2,70,Jute
Alluvial,Rabi,1217,30.4,62,Jute
Alluvial,Zaid,1465,31.0,71,Jute
Alluvial,Rabi,1272,31.3,66,Jute
Alluvial,Kharif,1085,31.3,60,Jute
Alluvial,Kharif,1463,29.0,66,Jute
Alluvial,Zaid,1142,30.4,69,Jute
Alluvial,Kharif,1238,31.7,77,Jute
Alluvial,Zaid,1058,30.6,62,Jute
Alluvial,Kharif,1005,29.7,63,Jute
Alluvial,Zaid,1130,30.0,74,Jute
Alluvial,Zaid,1033,30.2,73,Jute
Alluvial,Kharif,1416,29.6,76,Jute
Alluvial,Zaid,1324,29.4,79,Jute
Alluvial,Rabi,1090,29.8,70,Jute
Alluvial,Rabi,1336,31.8,61,Jute
Alluvial,Kharif,1187,28.6,72,Jute
Alluvial,Kharif,1448,28.7,76,Jute
Alluvial,Kharif,1292,31.9,80,Jute
Alluvial,Zaid,1266,30.5,72,Jute
Alluvial,Zaid,1121,31.9,77,Jute
Alluvial,Rabi,1112,31.9,69,Jute
Alluvial,Kharif,1347,28.9,68,Jute
Alluvial,Rabi,1079,31.4,66,Jute
Alluvial,Kharif,1326,31.8,70,Jute
Alluvial,Rabi,1314,29.6,71,Jute
Alluvial,Zaid,1164,28.5,75,Jute
Alluvial,Zaid,1347,29.8,68,Jute
Alluvial,Zaid,1427,28.5,67,Jute
Alluvial,Rabi,1424,30.1,79,Jute
Alluvial,Rabi,1155,30.8,67,Jute
Alluvial,Kharif,1440,30.4,63,Jute
Alluvial,Rabi,1355,29.1,63,Jute
Alluvial,Kharif,1340,31.5,63,Jute
Alluvial,Kharif,1245,28.0,64,Jute
Alluvial,Kharif,1115,30.4,74,Jute
Alluvial,Zaid,1492,31.4,76,Jute
Alluvial,Zaid,1497,29.2,64,Jute
Alluvial,Kharif,1420,29.4,70,Jute
Alluvial,Zaid,1072,30.5,74,Jute
Alluvial,Kharif,1289,30.4,71,Jute
Alluvial,Zaid,1224,30.8,70,Jute
Alluvial,Rabi,1228,30.8,72,Jute
Alluvial,Zaid,1074,29.8,78,Jute
Alluvial,Zaid,1393,29.6,74,Jute
Alluvial,Kharif,1160,29.2,77,Jute
Alluvial,Kharif,1300,29.2,74,Jute
Alluvial,Zaid,1076,30.9,75,Jute
Alluvial,Kharif,1095,29.1,75,Jute
Alluvial,Kharif,1040,30.3,71,Jute
Alluvial,Kharif,1390,31.3,69,Jute
Alluvial,Kharif,1155,32.0,61,Jute
Alluvial,Rabi,1321,30.6,65,Jute
Alluvial,Zaid,1113,29.3,75,Jute
Alluvial,Rabi,1198,29.5,67,Jute
Alluvial,Kharif,1255,28.3,72,Jute
Alluvial,Zaid,1390,31.9,80,Jute
Alluvial,Kharif,1264,30.0,74,Jute
Alluvial,Zaid,1412,31.7,63,Jute
Alluvial,Zaid,1194,28.6,74,Jute
Alluvial,Kharif,1380,30.6,69,Jute
Alluvial,Rabi,1134,31.0,63,Jute
Alluvial,Rabi,1389,31.7,78,Jute
Alluvial,Zaid,1013,29.0,68,Jute
Alluvial,Rabi,1380,30.9,67,Jute
Alluvial,Zaid,1224,29.2,62,Jute
Alluvial,Kharif,1458,31.9,67,Jute
Alluvial,Zaid,1238,31.1,77,Jute
Alluvial,Kharif,1368,29.0,60,Jute
Alluvial,Kharif,1030,28.6,66,Jute
Alluvial,Kharif,1076,28.3,65,Jute
Alluvial,Rabi,1157,29.7,75,Jute
Alluvial,Kharif,1233,31.9,64,Jute
Alluvial,Kharif,1251,30.3,73,Jute
Alluvial,Rabi,1208,30.6,71,Jute
Alluvial,Zaid,1095,31.1,66,Jute
Alluvial,Zaid,1436,28.3,70,Jute
Alluvial,Rabi,1049,31.4,78,Jute
Alluvial,Zaid,1064,28.7,63,Jute
Alluvial,Kharif,1055,29.9,76,Jute
Alluvial,Rabi,1459,31.2,72,Jute
Alluvial,Rabi,1306,29.3,72,Jute
Alluvial,Zaid,1237,31.7,78,Jute
Alluvial,Rabi,1172,29.0,62,Jute
Alluvial,Kharif,1182,28.9,68,Jute
Alluvial,Rabi,1354,31.5,69,Jute
Alluvial,Kharif,1384,29.2,74,Jute
Alluvial,Zaid,1327,31.0,65,Jute
Alluvial,Kharif,1297,30.3,71,Jute
Alluvial,Rabi,1013,29.2,72,Jute
Alluvial,Rabi,1078,29.0,80,Jute
Alluvial,Rabi,1496,31.6,79,Jute
Alluvial,Kharif,1307,31.2,75,Jute
Alluvial,Kharif,1323,31.4,67,Jute
Alluvial,Rabi,1172,30.3,70,Jute
Alluvial,Zaid,1312,28.4,74,Jute
Alluvial,Rabi,1362,30.9,73,Jute
Alluvial,Kharif,1088,29.1,63,Jute
Alluvial,Rabi,1100,29.6,63,Jute
Alluvial,Rabi,1117,29.0,77,Jute
Alluvial,Zaid,1275,28.4,66,Jute
Alluvial,Zaid,1175,30.1,75,Jute
Alluvial,Kharif,1273,29.9,77,Jute
Alluvial,Kharif,1269,28.4,61,Jute
Alluvial,Zaid,1315,28.2,68,Jute
Alluvial,Zaid,1031,30.3,67,Jute
Alluvial,Kharif,1227,31.0,80,Jute
Alluvial,Zaid,1220,30.6,74,Jute
Alluvial,Kharif,1343,29.8,66,Jute
Alluvial,Zaid,1359,30.6,69,Jute
Alluvial,Rabi,1400,28.2,65,Jute
Alluvial,Zaid,1386,30.8,60,Jute
Alluvial,Rabi,1261,31.1,69,Jute
Alluvial,Zaid,1021,31.5,63,Jute
Alluvial,Kharif,1473,30.0,63,Jute
Alluvial,Zaid,1101,31.1,65,Jute
Alluvial,Kharif,1024,29.7,69,Jute
Alluvial,Rabi,1308,30.5,60,Jute
Alluvial,Rabi,1389,29.5,67,Jute
Alluvial,Kharif,1237,30.2,66,Jute
Alluvial,Rabi,1173,31.8,80,Jute
Alluvial,Kharif,1105,29.5,79,Jute
Alluvial,Kharif,1212,30.1,69,Jute
Alluvial,Kharif,1331,31.3,62,Jute
Alluvial,Kharif,1416,30.5,76,Jute
Alluvial,Zaid,1349,30.2,71,Jute
Alluvial,Zaid,1245,29.7,74,Jute
Alluvial,Kharif,1413,31.5,67,Jute
Alluvial,Zaid,1391,29.7,60,Jute
Alluvial,Rabi,1496,29.0,65,Jute
Alluvial,Zaid,1237,29.9,66,Jute
Alluvial,Kharif,1110,29.4,72,Jute
Alluvial,Kharif,1302,31.3,72,Jute
Alluvial,Kharif,1056,30.6,68,Jute
Alluvial,Kharif,1402,31.5,72,Jute
Alluvial,Kharif,1490,28.5,72,Jute
Alluvial,Zaid,1059,28.7,62,Jute
Alluvial,Zaid,1441,31.1,71,Jute
Alluvial,Zaid,1162,32.0,64,Jute
Alluvial,Kharif,1029,30.0,79,Jute
Alluvial,Kharif,1148,28.4,64,Jute
Alluvial,Rabi,1404,29.9,77,Jute
Alluvial,Zaid,1045,30.9,79,Jute
Alluvial,Rabi,1388,30.6,66,Jute
Alluvial,Rabi,1107,32.0,69,Jute
Alluvial,Kharif,1095,29.3,79,Jute
Alluvial,Rabi,1304,30.1,77,Jute
Alluvial,Zaid,1461,28.8,60,Jute
Alluvial,Kharif,1016,30.0,75,Jute
Alluvial,Rabi,1469,31.7,65,Jute
Alluvial,Kharif,1163,31.2,71,Jute
Alluvial,Rabi,1474,31.3,77,Jute
Alluvial,Zaid,1448,30.1,66,Jute
Alluvial,Zaid,1037,31.1,73,Jute
Alluvial,Rabi,1077,31.8,74,Jute
Alluvial,Zaid,1237,28.9,73,Jute
Alluvial,Kharif,1212,30.1,65,Jute
Alluvial,Kharif,1450,28.9,62,Jute
Alluvial,Zaid,1361,30.4,61,Jute
Alluvial,Zaid,1315,29.1,65,Jute
Alluvial,Zaid,1303,31.8,68,Jute
Alluvial,Kharif,1371,31.3,61,Jute
Alluvial,Rabi,1191,28.4,68,Jute
Alluvial,Kharif,1009,28.5,78,Jute
Alluvial,Kharif,1108,31.7,79,Jute
Alluvial,Rabi,1196,29.4,70,Jute
Alluvial,Kharif,1298,29.5,78,Jute
Alluvial,Kharif,1313,30.1,67,Jute
Alluvial,Kharif,1254,30.4,79,Jute
Alluvial,Rabi,1063,29.6,78,Jute
Alluvial,Kharif,1205,30.2,79,Jute
Alluvial,Rabi,1366,30.1,64,Jute
Alluvial,Kharif,1188,28.9,69,Jute
Alluvial,Kharif,1053,30.0,74,Jute
Alluvial,Zaid,1245,29.0,73,Jute
Alluvial,Zaid,1464,29.8,66,Jute
Alluvial,Zaid,1116,31.2,80,Jute
Alluvial,Kharif,1017,30.7,68,Jute
Alluvial,Kharif,1350,31.6,68,Jute
Alluvial,Rabi,1275,30.2,80,Jute
Alluvial,Zaid,1354,31.8,62,Jute
Alluvial,Zaid,1423,31.2,78,Jute
Alluvial,Kharif,1179,29.2,64,Jute
Alluvial,Rabi,1464,29.3,62,Jute
Alluvial,Zaid,1197,30.7,67,Jute
Alluvial,Zaid,1254,31.0,62,Jute
Alluvial,Rabi,1145,29.3,76,Jute
Alluvial,Kharif,1431,29.2,64,Jute
Alluvial,Zaid,1256,31.9,66,Jute
Alluvial,Rabi,1104,30.7,73,Jute
Alluvial,Zaid,1255,30.6,62,Jute
Alluvial,Kharif,1323,29.4,66,Jute
Alluvial,Zaid,1310,30.0,68,Jute
Alluvial,Rabi,1342,31.5,68,Jute
Alluvial,Rabi,1067,29.8,61,Jute
Alluvial,Kharif,1000,29.9,77,Jute
Alluvial,Zaid,1405,28.2,77,Jute
Alluvial,Zaid,1208,31.3,70,Jute
Alluvial,Kharif,1460,28.7,74,Jute
Alluvial,Zaid,1350,30.1,68,Jute
Alluvial,Rabi,1108,30.9,74,Jute
Alluvial,Zaid,1360,31.0,80,Jute
Alluvial,Kharif,1259,31.6,76,Jute
Alluvial,Zaid,1210,29.8,64,Jute
Alluvial,Rabi,1255,30.5,71,Jute
Alluvial,Rabi,1059,30.7,64,Jute
Alluvial,Kharif,1396,30.2,69,Jute
Alluvial,Kharif,1487,30.5,65,Jute
Alluvial,Kharif,1105,28.2,79,Jute
Alluvial,Rabi,1464,29.2,63,Jute
Alluvial,Rabi,1099,31.8,70,Jute
Alluvial,Rabi,1048,28.8,69,Jute
Alluvial,Kharif,1042,29.6,64,Jute
Alluvial,Kharif,1255,28.6,64,Jute
Alluvial,Rabi,1465,31.1,74,Jute
Alluvial,Rabi,1266,28.4,79,Jute
Alluvial,Rabi,1148,30.3,60,Jute
Black,Kharif,924,26.8,69,Chickpea
Black,Kharif,858,27.0,57,Chickpea
Black,Kharif,996,26.2,64,Chickpea
Black,Zaid,818,27.0,53,Chickpea
Black,Kharif,830,28.0,70,Chickpea
Black,Rabi,875,28.6,53,Chickpea
Black,Kharif,802,29.7,59,Chickpea
Black,Rabi,852,27.6,61,Chickpea
Black,Zaid,960,26.0,67,Chickpea
Black,Zaid,890,29.1,61,Chickpea
Black,Kharif,861,28.8,57,Chickpea
Black,Zaid,821,28.6,53,Chickpea
Black,Rabi,996,27.2,65,Chickpea
Black,Kharif,985,29.8,53,Chickpea
Black,Rabi,930,27.0,58,Chickpea
Black,Zaid,801,27.5,55,Chickpea
Black,Rabi,820,28.2,51,Chickpea
Black,Kharif,962,27.2,52,Chickpea
Black,Kharif,889,29.5,69,Chickpea
Black,Zaid,932,28.7,54,Chickpea
Black,Rabi,936,28.3,70,Chickpea
Black,Rabi,812,27.3,60,Chickpea
Black,Zaid,991,26.6,61,Chickpea
Black,Rabi,1000,28.9,53,Chickpea
Black,Rabi,868,26.7,51,Chickpea
Black,Zaid,925,29.7,53,Chickpea
Black,Rabi,997,27.4,55,Chickpea
Black,Zaid,911,26.8,59,Chickpea
Black,Rabi,917,29.5,64,Chickpea
Black,Zaid,813,27.6,60,Chickpea
Black,Rabi,950,29.6,61,Chickpea
Black,Zaid,865,27.3,53,Chickpea
Black,Zaid,977,29.3,58,Chickpea
Black,Kharif,964,29.7,52,Chickpea
Black,Zaid,980,28.5,51,Chickpea
Black,Kharif,854,26.9,54,Chickpea
Black,Kharif,986,28.8,58,Chickpea
Black,Rabi,847,28.6,60,Chickpea
Black,Zaid,894,26.9,63,Chickpea
Black,Zaid,985,27.7,51,Chickpea
Black,Kharif,887,28.9,66,Chickpea
Black,Rabi,817,28.6,58,Chickpea
Black,Zaid,821,29.9,53,Chickpea
Black,Zaid,907,27.6,61,Chickpea
Black,Kharif,949,27.5,66,Chickpea
Black,Rabi,864,28.3,67,Chickpea
Black,Rabi,892,26.9,66,Chickpea
Black,Kharif,949,26.3,58,Chickpea
Black,Rabi,930,27.9,70,Chickpea
Black,Rabi,941,26.9,66,Chickpea
Black,Rabi,895,27.0,66,Chickpea
Black,Rabi,889,28.2,60,Chickpea
Black,Zaid,991,30.0,52,Chickpea
Black,Kharif,940,27.5,57,Chickpea
Black,Kharif,923,29.1,57,Chickpea
Black,Kharif,835,26.7,58,Chickpea
Black,Kharif,836,28.8,52,Chickpea
Black,Rabi,849,28.4,70,Chickpea
Black,Zaid,838,29.8,55,Chickpea
Black,Zaid,977,29.1,57,Chickpea
Black,Rabi,968,28.3,52,Chickpea
Black,Rabi,937,29.5,50,Chickpea
Black,Rabi,979,27.8,57,Chickpea
Black,Kharif,893,27.6,54,Chickpea
Black,Rabi,860,26.8,69,Chickpea
Black,Zaid,996,26.9,57,Chickpea
Black,Rabi,911,29.6,68,Chickpea
Black,Rabi,922,29.1,58,Chickpea
Black,Zaid,812,26.3,66,Chickpea
Black,Rabi,977,26.6,68,Chickpea
Black,Kharif,833,28.0,69,Chickpea
Black,Zaid,928,27.5,57,Chickpea
Black,Rabi,839,26.4,64,Chickpea
Black,Rabi,846,26.0,54,Chickpea
Black,Rabi,939,26.2,67,Chickpea
Black,Zaid,878,28.6,56,Chickpea
Black,Zaid,894,26.4,51,Chickpea
Black,Rabi,883,27.9,69,Chickpea
Black,Rabi,990,28.7,54,Chickpea
Black,Kharif,906,28.5,58,Chickpea
Black,Kharif,904,26.1,60,Chickpea
Black,Rabi,988,29.7,55,Chickpea
Black,Rabi,886,26.7,51,Chickpea
Black,Kharif,937,26.9,67,Chickpea
Black,Rabi,987,27.4,60,Chickpea
Black,Kharif,945,28.8,51,Chickpea
Black,Kharif,913,29.3,62,Chickpea
Black,Kharif,982,27.5,64,Chickpea
Black,Kharif,802,27.9,53,Chickpea
Black,Zaid,966,28.7,58,Chickpea
Black,Zaid,915,27.1,52,Chickpea
Black,Kharif,912,28.9,60,Chickpea
Black,Rabi,863,26.4,63,Chickpea
Black,Rabi,1000,28.3,56,Chickpea
Black,Zaid,915,29.0,64,Chickpea
Black,Kharif,999,29.6,51,Chickpea
Black,Rabi,896,29.5,66,Chickpea
Black,Kharif,852,26.8,57,Chickpea
Black,Kharif,902,26.2,50,Chickpea
Black,Zaid,815,28.3,70,Chickpea
Black,Zaid,974,26.5,56,Chickpea
Black,Rabi,814,27.8,55,Chickpea
Black,Rabi,972,27.1,57,Chickpea
Black,Zaid,820,29.5,69,Chickpea
Black,Kharif,804,27.9,63,Chickpea
Black,Kharif,996,28.4,62,Chickpea
Black,Rabi,930,27.0,62,Chickpea
Black,Rabi,909,28.5,63,Chickpea
Black,Rabi,809,28.1,61,Chickpea
Black,Kharif,921,27.2,61,Chickpea
Black,Zaid,873,29.0,65,Chickpea
Black,Zaid,808,29.1,51,Chickpea
Black,Zaid,851,28.1,60,Chickpea
Black,Rabi,930,29.2,68,Chickpea
Black,Rabi,916,29.3,67,Chickpea
Black,Rabi,855,26.3,65,Chickpea
Black,Zaid,982,27.4,58,Chickpea
Black,Kharif,868,27.5,50,Chickpea
Black,Rabi,871,27.6,58,Chickpea
Black,Zaid,802,27.0,58,Chickpea
Black,Zaid,1000,27.2,65,Chickpea
Black,Rabi,867,29.1,70,Chickpea
Black,Zaid,846,29.9,61,Chickpea
Black,Rabi,903,27.2,64,Chickpea
Black,Zaid,801,27.7,56,Chickpea
Black,Rabi,914,29.7,69,Chickpea
Black,Zaid,865,27.9,62,Chickpea
Black,Kharif,842,28.3,57,Chickpea
Black,Zaid,913,27.0,54,Chickpea
Black,Rabi,976,26.5,64,Chickpea
Black,Zaid,855,29.8,64,Chickpea
Black,Zaid,889,28.1,50,Chickpea
Black,Rabi,841,28.5,70,Chickpea
Black,Rabi,865,29.7,66,Chickpea
Black,Rabi,884,29.4,60,Chickpea
Black,Rabi,944,28.5,51,Chickpea
Black,Zaid,970,27.0,68,Chickpea
Black,Rabi,970,27.0,68,Chickpea
Black,Kharif,957,29.0,56,Chickpea
Black,Kharif,877,26.0,55,Chickpea
Black,Kharif,852,28.1,66,Chickpea
Black,Zaid,862,28.6,62,Chickpea
Black,Kharif,902,26.6,66,Chickpea
Black,Rabi,926,26.8,59,Chickpea
Black,Rabi,891,30.0,68,Chickpea
Black,Zaid,998,26.6,65,Chickpea
Black,Kharif,968,26.0,61,Chickpea
Black,Zaid,823,27.5,54,Chickpea
Black,Zaid,844,28.0,58,Chickpea
Black,Zaid,960,26.6,58,Chickpea
Black,Rabi,941,27.0,69,Chickpea
Black,Rabi,843,29.6,55,Chickpea
Black,Kharif,982,27.0,52,Chickpea
Black,Zaid,997,27.2,51,Chickpea
Black,Zaid,908,29.3,63,Chickpea
Black,Rabi,947,29.4,57,Chickpea
Black,Zaid,897,29.7,54,Chickpea
Black,Kharif,942,29.8,52,Chickpea
Black,Rabi,920,29.0,51,Chickpea
Black,Zaid,840,28.3,62,Chickpea
Black,Zaid,997,26.8,59,Chickpea
Black,Kharif,893,27.5,69,Chickpea
Black,Zaid,946,29.1,54,Chickpea
Black,Kharif,852,26.8,50,Chickpea
Black,Zaid,930,27.6,54,Chickpea
Black,Zaid,913,26.7,60,Chickpea
Black,Rabi,872,27.9,69,Chickpea
Black,Rabi,817,27.7,51,Chickpea
Black,Kharif,863,29.9,66,Chickpea
Black,Rabi,982,29.8,68,Chickpea
Black,Zaid,839,29.1,59,Chickpea
Black,Rabi,995,27.9,67,Chickpea
Black,Rabi,908,28.2,57,Chickpea
Black,Kharif,935,28.1,52,Chickpea
Black,Kharif,941,26.6,63,Chickpea
Black,Kharif,951,28.6,66,Chickpea
Black,Rabi,837,26.5,59,Chickpea
Black,Rabi,833,26.1,69,Chickpea
Black,Rabi,909,27.7,56,Chickpea
Black,Kharif,866,26.9,53,Chickpea
Black,Kharif,956,26.2,56,Chickpea
Black,Zaid,847,29.7,66,Chickpea
Black,Kharif,838,27.4,63,Chickpea
Black,Zaid,953,28.3,60,Chickpea
Black,Kharif,964,26.1,61,Chickpea
Black,Kharif,817,29.8,53,Chickpea
Black,Zaid,860,28.6,53,Chickpea
Black,Rabi,957,26.7,52,Chickpea
Black,Zaid,870,26.8,68,Chickpea
Black,Kharif,994,29.0,53,Chickpea
Black,Zaid,944,28.1,54,Chickpea
Black,Rabi,943,29.2,56,Chickpea
Black,Zaid,813,26.3,57,Chickpea
Black,Zaid,880,28.2,58,Chickpea
Black,Rabi,840,26.8,50,Chickpea
Black,Zaid,815,26.8,66,Chickpea
Black,Kharif,899,30.0,65,Chickpea
Black,Kharif,865,27.9,63,Chickpea
Black,Zaid,923,26.5,51,Chickpea
Black,Rabi,901,27.7,70,Chickpea
Black,Rabi,848,29.6,51,Chickpea
Black,Kharif,866,28.9,69,Chickpea
Black,Zaid,801,29.0,54,Chickpea
Black,Rabi,969,26.6,57,Chickpea
Black,Rabi,847,27.1,66,Chickpea
Black,Rabi,864,28.5,67,Chickpea
Black,Rabi,848,27.3,68,Chickpea
Black,Zaid,863,28.2,64,Chickpea
Black,Rabi,970,27.3,50,Chickpea
Black,Zaid,957,27.7,51,Chickpea
Black,Kharif,865,27.6,61,Chickpea
Black,Zaid,920,26.3,68,Chickpea
Black,Kharif,907,29.0,64,Chickpea
Black,Zaid,814,26.7,68,Chickpea
Black,Rabi,931,29.8,50,Chickpea
Black,Kharif,974,28.5,66,Chickpea
Black,Kharif,897,26.2,66,Chickpea
Black,Zaid,891,27.3,62,Chickpea
Black,Rabi,958,28.4,67,Chickpea
Black,Zaid,861,29.1,64,Chickpea
Black,Kharif,859,28.0,54,Chickpea
Black,Zaid,816,27.1,59,Chickpea
Black,Zaid,856,28.8,63,Chickpea
Black,Kharif,949,27.2,67,Chickpea
Black,Rabi,885,28.0,51,Chickpea
Black,Zaid,933,28.7,68,Chickpea
Black,Kharif,822,28.8,64,Chickpea
Black,Kharif,963,30.0,54,Chickpea
Black,Rabi,825,27.1,68,Chickpea
Black,Rabi,978,28.7,64,Chickpea
Black,Zaid,913,26.8,57,Chickpea
Black,Zaid,957,27.3,65,Chickpea
Black,Zaid,811,28.0,70,Chickpea
Black,Rabi,821,28.7,70,Chickpea
